"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"CAPAI","","Castilleja pallescens (A. Gray) Greenm. var. inverta (A. Nelson & J.F. Macbr.) Edwin","pale Indian paintbrush","Scrophulariaceae"
"CAPAI","CAIN30","Castilleja inverta (A. Nelson & J.F. Macbr.) Pennell & Ownbey","","Scrophulariaceae"
"CAPAI","CAPII","Castilleja pilosa (S. Watson) Rydb. var. inverta (A. Nelson & J.F. Macbr.) Greenm.","","Scrophulariaceae"
"CAPE19","","Castilleja peckiana Pennell","Peck's Indian paintbrush","Scrophulariaceae"
"CAPI3","","Castilleja pilosa (S. Watson) Rydb.","parrothead Indian paintbrush","Scrophulariaceae"
"CAPIP","","Castilleja pilosa (S. Watson) Rydb. var. pilosa","parrothead Indian paintbrush","Scrophulariaceae"
"CAPIP","CAPIJ","Castilleja pilosa (S. Watson) Rydb. ssp. jusselii (Eastw.) Munz","","Scrophulariaceae"
"CAPIP","CAPS7","Castilleja psittacina (Eastw.) Pennell","","Scrophulariaceae"
"CAPIP","CARUM2","Castilleja rubida Piper var. monoensis (Jeps.) Edwin","","Scrophulariaceae"
"CAPIP","ORPI4","Orthocarpus pilosus S. Watson","","Scrophulariaceae"
"CAPO11","","Castilleja ×porterae Cockerell [miniata × septentrionalis]","Porter's Indian paintbrush","Scrophulariaceae"
"CARH4","","Castilleja rhexiifolia Rydb.","splitleaf Indian paintbrush","Scrophulariaceae"
"CARH4","CALA52","Castilleja lauta A. Nelson","","Scrophulariaceae"
"CARH4","CALE35","Castilleja leonardii Rydb.","","Scrophulariaceae"
"CARH4","CAOR16","Castilleja oregonensis Gandog.","","Scrophulariaceae"
"CASA20","","Castilleja salsuginosa N.H. Holmgren","Monte Neva Indian paintbrush","Scrophulariaceae"
"CASC19","","Castilleja scabrida Eastw.","rough Indian paintbrush","Scrophulariaceae"
"CASCB3","","Castilleja scabrida Eastw. var. barnebyana (Eastw.) N.H. Holmgren","Barneby's Indian paintbrush","Scrophulariaceae"
"CASCB3","CABA12","Castilleja barnebyana Eastw.","","Scrophulariaceae"
"CASCB3","CACA54","Castilleja calcicola Pennell ex Edwin","","Scrophulariaceae"
"CASTI2","","Castilleja Mutis ex L. f.","Indian paintbrush","Scrophulariaceae"
"CATE26","","Castilleja tenuis (A. Heller) T.I. Chuang & Heckard","hairy Indian paintbrush","Scrophulariaceae"
"CATE26","ORHI","Orthocarpus hispidus Benth.","","Scrophulariaceae"
"CAVI9","","Castilleja viscidula A. Gray","sticky Indian paintbrush","Scrophulariaceae"
"CAVI9","CAMA42","Castilleja magnistylis Edwin","","Scrophulariaceae"
"COCA3","","Collinsia callosa Parish","desertmountain blue eyed Mary","Scrophulariaceae"
"COCA7","","Cordylanthus capitatus Nutt. ex Benth.","Yakima bird's-beak","Scrophulariaceae"
"COCA7","CONE5","Cordylanthus nevadensis Edwin","","Scrophulariaceae"
"COKI","","Cordylanthus kingii S. Watson","King's bird's-beak","Scrophulariaceae"
"COKIH","","Cordylanthus kingii S. Watson ssp. helleri (Ferris) T.I. Chuang & Heckard","Heller's bird's-beak","Scrophulariaceae"
"COKIH","COHE4","Cordylanthus helleri (Ferris) J.F. Macbr.","","Scrophulariaceae"
"COKIH","COKIH2","Cordylanthus kingii S. Watson var. helleri (Ferris) N.H. Holmgren","","Scrophulariaceae"
"COKIK","","Cordylanthus kingii S. Watson ssp. kingii","King's bird's-beak","Scrophulariaceae"
"COLLI","","Collinsia Nutt.","blue eyed Mary","Scrophulariaceae"
"COMA5","","Cordylanthus maritimus Nutt. ex Benth.","saltmarsh bird's-beak","Scrophulariaceae"
"COMA5","CHMA4","Chloropyron maritimum (Nutt. ex Benth.) A. Heller","","Scrophulariaceae"
"COMAC","","Cordylanthus maritimus Nutt. ex Benth. ssp. canescens (A. Gray) T.I. Chuang & Heckard","saltmarsh bird's-beak","Scrophulariaceae"
"COMAC","COCA29","Cordylanthus canescens A. Gray","","Scrophulariaceae"
"COMAC","COMAC3","Cordylanthus maritimus Nutt. ex Benth. var. canescens (A. Gray) Jeps.","","Scrophulariaceae"
"COPA3","","Collinsia parviflora Lindl.","maiden blue eyed Mary","Scrophulariaceae"
"COPA3","ANTE7","Antirrhinum tenellum Pursh","","Scrophulariaceae"
"COPA3","COGRP","Collinsia grandiflora Lindl. var. pusilla A. Gray","","Scrophulariaceae"
"COPA3","COTE11","Collinsia tenella (Pursh) Piper","","Scrophulariaceae"
"COPA9","","Cordylanthus parviflorus (Ferris) Wiggins","purple bird's-beak","Scrophulariaceae"
"COPA9","COGL13","Cordylanthus glandulosus Pennell & Clokey","","Scrophulariaceae"
"CORA5","","Cordylanthus ramosus Nutt. ex Benth.","bushy bird's beak","Scrophulariaceae"
"CORA5","CORAS","Cordylanthus ramosus Nutt. ex Benth. ssp. setosus Pennell","","Scrophulariaceae"
"CORA5","CORAP","Cordylanthus ramosus Nutt. ex Benth. var. puberulus J.F. Macbr.","","Scrophulariaceae"
"CORDY","","Cordylanthus Nutt. ex Benth.","bird's-beak","Scrophulariaceae"
"COTE2","","Cordylanthus tecopensis Munz & Roos","Tecopa bird's beak","Scrophulariaceae"
"COTE2","CHTE11","Chloropyron tecopense (Munz & J.C. Roos) Tank & J.M. Egger","","Scrophulariaceae"
"COTE3","","Cordylanthus tenuis A. Gray","slender bird's beak","Scrophulariaceae"
"COTET2","","Cordylanthus tenuis A. Gray ssp. tenuis","slender bird's beak","Scrophulariaceae"
"COTET2","COBO5","Cordylanthus bolanderi (A. Gray) Pennell","","Scrophulariaceae"
"COTET2","COPIB","Cordylanthus pilosus A. Gray ssp. bolanderi (A. Gray) Munz","","Scrophulariaceae"
"COTO","","Collinsia torreyi A. Gray","Torrey's blue eyed Mary","Scrophulariaceae"
"COTOT","","Collinsia torreyi A. Gray var. torreyi","Torrey's blue eyed Mary","Scrophulariaceae"
"COTOW","","Collinsia torreyi A. Gray var. wrightii (S. Watson) I.M. Johnst.","Wright's blue eyed Mary","Scrophulariaceae"
"COTOW","COWR4","Collinsia wrightii S. Watson","","Scrophulariaceae"
"ERCA9","","Erythranthe carsonensis N.S. Fraga","Carson Valley monkeyflower","Scrophulariaceae"
"ERCA9","MIRUL","Mimulus rubellus A. Gray var. latiflorus S. Watson","","Scrophulariaceae"
"ERYTH4","","Erythranthe Spach","monkeyflower","Scrophulariaceae"
"GRATI","","Gratiola L.","hedgehyssop","Scrophulariaceae"
"GRNE","","Gratiola neglecta Torr.","clammy hedgehyssop","Scrophulariaceae"
"GRNE","GRNEG","Gratiola neglecta Torr. var. glaberrima Fernald","","Scrophulariaceae"
"KEAN","","Keckiella antirrhinoides (Benth.) Straw","snapdragon penstemon","Scrophulariaceae"
"KEANM","","Keckiella antirrhinoides (Benth.) Straw ssp. microphylla (A. Gray) Straw","snapdragon penstemon","Scrophulariaceae"
"KEANM","KEANM2","Keckiella antirrhinoides (Benth.) Straw var. microphylla (A. Gray) N.H. Holmgren","","Scrophulariaceae"
"KEANM","PEANM","Penstemon antirrhinoides Benth. ssp. microphyllus (A. Gray) D.D. Keck","","Scrophulariaceae"
"KEANM","PEMI12","Penstemon microphyllus A. Gray","","Scrophulariaceae"
"KEBR","","Keckiella breviflora (Lindl.) Straw","bush beardtongue","Scrophulariaceae"
"KEBRB","","Keckiella breviflora (Lindl.) Straw ssp. breviflora","bush beardtongue","Scrophulariaceae"
"KEBRB","KEBRB2","Keckiella breviflora (Lindl.) Straw var. breviflora","","Scrophulariaceae"
"KEBRB","PEBR15","Penstemon breviflorus Lindl.","","Scrophulariaceae"
"KEBRG","","Keckiella breviflora (Lindl.) Straw ssp. glabrisepala (D.D. Keck) Straw","bush beardtongue","Scrophulariaceae"
"KEBRG","KEBRG2","Keckiella breviflora (Lindl.) Straw var. glabrisepala (D.D. Keck) N.H. Holmgren","","Scrophulariaceae"
"KEBRG","PEBRG","Penstemon breviflorus Lindl. ssp. glabrisepalus D.D. Keck","","Scrophulariaceae"
"KECKI","","Keckiella Straw","keckiella","Scrophulariaceae"
"KELE","","Keckiella lemmonii (A. Gray) Straw","Lemmon's keckiella","Scrophulariaceae"
"KELE","PELE13","Penstemon lemmonii A. Gray","","Scrophulariaceae"
"KERO","","Keckiella rothrockii (A. Gray) Straw","Rothrock's keckiella","Scrophulariaceae"
"KEROR","","Keckiella rothrockii (A. Gray) Straw ssp. rothrockii","Rothrock's keckiella","Scrophulariaceae"
"KEROR","KEROR3","Keckiella rothrockii (A. Gray) Straw var. rothrockii","","Scrophulariaceae"
"KEROR","PERO8","Penstemon rothrockii A. Gray","","Scrophulariaceae"
"LIAC2","","Limosella acaulis Sessé & Moc.","Owyhee mudwort","Scrophulariaceae"
"LIAQ","","Limosella aquatica L.","water mudwort","Scrophulariaceae"
"LIDA","","Linaria dalmatica (L.) Mill.","Dalmatian toadflax","Scrophulariaceae"
"LIDAD","","Linaria dalmatica (L.) Mill. ssp. dalmatica","Dalmatian toadflax","Scrophulariaceae"
"LIDAD","LIGED","Linaria genistifolia (L.) Mill. ssp. dalmatica (L.) Maire & Petitm.","","Scrophulariaceae"
"LIDAD","LIJA3","Linaria jattae Palanza","","Scrophulariaceae"
"LIDU","","Lindernia dubia (L.) Pennell","yellowseed false pimpernel","Scrophulariaceae"
"LIDUD","","Lindernia dubia (L.) Pennell var. dubia","yellowseed false pimpernel","Scrophulariaceae"
"LIDUD","GRDU","Gratiola dubia L.","","Scrophulariaceae"
"LIDUD","ILAT3","Ilysanthes attenuata (Spreng.) Small","","Scrophulariaceae"
"LIDUD","ILDU","Ilysanthes dubia (L.) Barnhart","","Scrophulariaceae"
"LIDUD","LIDUI","Lindernia dubia (L.) Pennell var. inundata (Pennell) Pennell","","Scrophulariaceae"
"LIDUD","LIDUM","Lindernia dubia (L.) Pennell var. major (Pursh) Pennell","","Scrophulariaceae"
"LIDUD","LIDUR","Lindernia dubia (L.) Pennell var. riparia (Raf.) Fernald","","Scrophulariaceae"
"LIDUD","LIDUT","Lindernia dubia (L.) Pennell var. typica Pennell","","Scrophulariaceae"
"LIDUD","LIPR2","Lindernia procumbens auct. non (Knock.) Borb.","","Scrophulariaceae"
"LIDUD","LIPY3","Lindernia pyxidaria sensu Pennell, non L.","","Scrophulariaceae"
"LIMOS","","Limosella L.","mudwort","Scrophulariaceae"
"LINAR","","Linaria Mill.","toadflax","Scrophulariaceae"
"LINDE","","Lindernia All.","false pimpernel","Scrophulariaceae"
"LIVU2","","Linaria vulgaris Mill.","butter and eggs","Scrophulariaceae"
"LIVU2","LILI6","Linaria linaria (L.) Karst., nom. inval.","","Scrophulariaceae"
"MAAN9","","Maurandella antirrhiniflora (Humb. & Bonpl. ex Willd.) Rothm.","roving sailor","Scrophulariaceae"
"MAAN9","ANMA13","Antirrhinum maurandioides A. Gray","","Scrophulariaceae"
"MAAN9","ASAN11","Asarina antirrhiniflora (Humb. & Bonpl. ex Willd.) Pennell","","Scrophulariaceae"
"MAAN9","MAAN6","Maurandya antirrhiniflora Humb. & Bonpl. ex Willd.","","Scrophulariaceae"
"MAURA2","","Maurandella (A. Gray) Rothm.","maurandella","Scrophulariaceae"
"MIAN4","","Mimulus angustifolius (Greene) A.L. Grant","Mt. Rose monkeyflower","Scrophulariaceae"
"MIAN4","EUAN6","Eunanus angustifolius Greene","","Scrophulariaceae"
"MIBI6","","Mimulus bigelovii (A. Gray) A. Gray","Bigelow's monkeyflower","Scrophulariaceae"
"MIBIB2","","Mimulus bigelovii (A. Gray) A. Gray var. bigelovii","Bigelow's monkeyflower","Scrophulariaceae"
"MIBIB2","EUBI8","Eunanus bigelovii A. Gray","","Scrophulariaceae"
"MIBIB2","MIBIC","Mimulus bigelovii (A. Gray) A. Gray var. cuspidatus A.L. Grant","","Scrophulariaceae"
"MIBR5","","Mimulus breweri (Greene) Coville","Brewer's monkeyflower","Scrophulariaceae"
"MIBR5","EUBR6","Eunanus breweri Greene","","Scrophulariaceae"
"MIBR5","MIRUB","Mimulus rubellus A. Gray var. breweri (Greene) Jeps.","","Scrophulariaceae"
"MICA3","","Mimulus cardinalis Douglas ex Benth.","scarlet monkeyflower","Scrophulariaceae"
"MICA3","DICA16","Diplacus cardinalis (Douglas ex Benth.) Groenl.","","Scrophulariaceae"
"MICA3","ERCA23","Erythranthe cardinalis (Douglas ex Benth.) Spach","","Scrophulariaceae"
"MICA3","MICAE","Mimulus cardinalis Douglas ex Benth. var. exsul Greene","","Scrophulariaceae"
"MICA3","MICAG","Mimulus cardinalis Douglas ex Benth. var. griseus Greene","","Scrophulariaceae"
"MICA3","MICAR","Mimulus cardinalis Douglas ex Benth. var. rigens Greene","","Scrophulariaceae"
"MICA3","MICAV","Mimulus cardinalis Douglas ex Benth. var. verbenaceus (Greene) Kearney & Peebles","","Scrophulariaceae"
"MICA3","MIVE","Mimulus verbenaceus Greene","","Scrophulariaceae"
"MICO","","Mimulus coccineus Congd.","red monkeyflower","Scrophulariaceae"
"MICO","MIST8","Mimulus stamineus A.L. Grant","","Scrophulariaceae"
"MICO","MIWO","Mimulus wolfii Eastw.","","Scrophulariaceae"
"MICU2","","Mimulus cusickii (Greene) Rattan","Cusick's monkeyflower","Scrophulariaceae"
"MICU2","EUCU8","Eunanus cusickii Greene","","Scrophulariaceae"
"MIDE2","","Mimulus densus A.L. Grant","yellow and purple monkeyflower","Scrophulariaceae"
"MIEA","","Mimulus eastwoodiae Rydb.","Eastwood's monkeyflower","Scrophulariaceae"
"MIEA","MICA12","Mimulus cardinalis Eastw., non Douglas ex Benth.","","Scrophulariaceae"
"MIFL2","","Mimulus floribundus Lindl.","manyflowered monkeyflower","Scrophulariaceae"
"MIFL2","MIDE10","Mimulus deltoides Gandog.","","Scrophulariaceae"
"MIFL2","MIFLM2","Mimulus floribundus Lindl. ssp. moorei Iltis","","Scrophulariaceae"
"MIFL2","MIFLG","Mimulus floribundus Lindl. var. geniculatus (Greene) A.L. Grant","","Scrophulariaceae"
"MIFL2","MIFLM","Mimulus floribundus Lindl. var. membranaceus (A. Nelson) A.L. Grant","","Scrophulariaceae"
"MIFL2","MIFLS","Mimulus floribundus Lindl. var. subulatus A.L. Grant","","Scrophulariaceae"
"MIFL2","MIGE4","Mimulus geniculatus Greene","","Scrophulariaceae"
"MIFL2","MIME2","Mimulus membranaceus A. Nelson","","Scrophulariaceae"
"MIFL2","MIMU3","Mimulus multiflorus Pennell","","Scrophulariaceae"
"MIFL2","MIPE7","Mimulus peduncularis Douglas ex Benth.","","Scrophulariaceae"
"MIFL2","MIPU16","Mimulus pubescens Benth.","","Scrophulariaceae"
"MIFL2","MISE4","Mimulus serotinus Suksd.","","Scrophulariaceae"
"MIFL2","MISU5","Mimulus subulatus (A.L. Grant) Pennell","","Scrophulariaceae"
"MIFL2","MITR7","Mimulus trisulcatus Pennell","","Scrophulariaceae"
"MIGL","","Mimulus glabratus Kunth","roundleaf monkeyflower","Scrophulariaceae"
"MIGLG","","Mimulus glabratus Kunth var. glabratus","roundleaf monkeyflower","Scrophulariaceae"
"MIGLG","MIGLT","Mimulus glabratus Kunth ssp. typicus Pennell","","Scrophulariaceae"
"MIGLG","MIGLU","Mimulus glabratus Kunth ssp. utahensis Pennell","","Scrophulariaceae"
"MIGLG","MIJAT","Mimulus jamesii Torr. & A. Gray ex Benth. var. texensis A. Gray","","Scrophulariaceae"
"MIGLJ","","Mimulus glabratus Kunth var. jamesii (Torr. & A. Gray ex Benth.) A. Gray","James' monkeyflower","Scrophulariaceae"
"MIGLJ","MIGE3","Mimulus geyeri Torr.","","Scrophulariaceae"
"MIGLJ","MIGLF","Mimulus glabratus Kunth var. fremontii (Benth.) A.L. Grant","","Scrophulariaceae"
"MIGLJ","MIIN5","Mimulus inamoenus Greene","","Scrophulariaceae"
"MIGLJ","MIJA2","Mimulus jamesii Torr. & A. Gray ex Benth.","","Scrophulariaceae"
"MIGLJ","MIJAF","Mimulus jamesii Torr. & A. Gray ex Benth. var. fremontii Benth.","","Scrophulariaceae"
"MIGLJ","MIRE4","Mimulus reniformis Engelm. ex Benth.","","Scrophulariaceae"
"MIGU","","Mimulus guttatus DC.","seep monkeyflower","Scrophulariaceae"
"MIGU","MIAR6","Mimulus arvensis Greene","","Scrophulariaceae"
"MIGU","MIBA4","Mimulus bakeri Gandog.","","Scrophulariaceae"
"MIGU","MIBR8","Mimulus brachystylis Edwin","","Scrophulariaceae"
"MIGU","MICL5","Mimulus clementinus Greene","","Scrophulariaceae"
"MIGU","MICO10","Mimulus cordatus Greene","","Scrophulariaceae"
"MIGU","MICU5","Mimulus cuspidata Greene","","Scrophulariaceae"
"MIGU","MIDE11","Mimulus decorus (A.L. Grant) Suksd.","","Scrophulariaceae"
"MIGU","MIEQ","Mimulus equinnus Greene","","Scrophulariaceae"
"MIGU","MIGLA","Mimulus glabratus Kunth var. ascendens A. Gray","","Scrophulariaceae"
"MIGU","MIGL8","Mimulus glareosus Greene","","Scrophulariaceae"
"MIGU","MIGR9","Mimulus grandiflorus J.T. Howell","","Scrophulariaceae"
"MIGU","MIGR11","Mimulus grandis (Greene) A. Heller","","Scrophulariaceae"
"MIGU","MIGUA","Mimulus guttatus DC. ssp. arenicola Pennell","","Scrophulariaceae"
"MIGU","MIGUA2","Mimulus guttatus DC. ssp. arvensis (Greene) Munz","","Scrophulariaceae"
"MIGU","MIGUH","Mimulus guttatus DC. ssp. haidensis Calder & Roy L. Taylor","","Scrophulariaceae"
"MIGU","MIGUL2","Mimulus guttatus DC. ssp. litoralis Pennell","","Scrophulariaceae"
"MIGU","MIGUM","Mimulus guttatus DC. ssp. micranthus (A. Heller) Munz","","Scrophulariaceae"
"MIGU","MIGUS","Mimulus guttatus DC. ssp. scouleri (Hook.) Pennell","","Scrophulariaceae"
"MIGU","MIGUA3","Mimulus guttatus DC. var. arvensis (Greene) A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUD","Mimulus guttatus DC. var. decorus A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUD2","Mimulus guttatus DC. var. depauperatus (A. Gray) A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUG3","Mimulus guttatus DC. var. gracilis (A. Gray) G.R. Campb.","","Scrophulariaceae"
"MIGU","MIGUG2","Mimulus guttatus DC. var. grandis Greene","","Scrophulariaceae"
"MIGU","MIGUH2","Mimulus guttatus DC. var. hallii (Greene) A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUI","Mimulus guttatus DC. var. insignis Greene","","Scrophulariaceae"
"MIGU","MIGUL4","Mimulus guttatus DC. var. laxus (Pennell ex M. Peck) M. Peck","","Scrophulariaceae"
"MIGU","MIGUL3","Mimulus guttatus DC. var. lyratus (Benth.) Pennell ex M. Peck","","Scrophulariaceae"
"MIGU","MIGUM2","Mimulus guttatus DC. var. microphyllus (Benth.) Pennell ex M. Peck","","Scrophulariaceae"
"MIGU","MIGUN","Mimulus guttatus DC. var. nasutus (Greene) Jeps.","","Scrophulariaceae"
"MIGU","MIGUP","Mimulus guttatus DC. var. puberulus (Greene ex Rydb.) A.L. Grant","","Scrophulariaceae"
"MIGU","MIHA","Mimulus hallii Greene","","Scrophulariaceae"
"MIGU","MIHI3","Mimulus hirsutus J.T. Howell","","Scrophulariaceae"
"MIGU","MILA13","Mimulus langsdorffii Donn ex Greene","","Scrophulariaceae"
"MIGU","MILAA","Mimulus langsdorffii Donn ex Greene var. argutus Greene","","Scrophulariaceae"
"MIGU","MILAA2","Mimulus langsdorffii Donn ex Greene var. arvensis (Greene) Jeps.","","Scrophulariaceae"
"MIGU","MILAC","Mimulus langsdorffii Donn ex Greene var. californicus Jeps.","","Scrophulariaceae"
"MIGU","MILAG","Mimulus langsdorffii Donn ex Greene var. grandis (Greene) Greene","","Scrophulariaceae"
"MIGU","MILAG2","Mimulus langsdorffii Donn ex Greene var. guttatus (DC.) Jeps.","","Scrophulariaceae"
"MIGU","MILAI","Mimulus langsdorffii Donn ex Greene var. insignis (Greene) A.L. Grant","","Scrophulariaceae"
"MIGU","MILAM","Mimulus langsdorffii Donn ex Greene var. microphyllus (Benth.) A. Nelson & J.F. Macbr.","","Scrophulariaceae"
"MIGU","MILAM3","Mimulus langsdorffii Donn ex Greene var. minimus Henry","","Scrophulariaceae"
"MIGU","MILAN","Mimulus langsdorffii Donn ex Greene var. nasutus (Greene) Jeps.","","Scrophulariaceae"
"MIGU","MILAP","Mimulus langsdorffii Donn ex Greene var. platyphyllus Greene","","Scrophulariaceae"
"MIGU","MILA12","Mimulus laxus Pennell ex M. Peck","","Scrophulariaceae"
"MIGU","MILO3","Mimulus longulus Greene","","Scrophulariaceae"
"MIGU","MILUD","Mimulus luteus L. var. depauperatus A. Gray","","Scrophulariaceae"
"MIGU","MILUG","Mimulus luteus L. var. gracilis A. Gray","","Scrophulariaceae"
"MIGU","MILY3","Mimulus lyratus Benth.","","Scrophulariaceae"
"MIGU","MIMA7","Mimulus maguirei Pennell","","Scrophulariaceae"
"MIGU","MIMA9","Mimulus marmoratus Greene","","Scrophulariaceae"
"MIGU","MIMI10","Mimulus micranthus A. Heller","","Scrophulariaceae"
"MIGU","MIMI4","Mimulus microphyllus Benth.","","Scrophulariaceae"
"MIGU","MINA2","Mimulus nasutus Greene","","Scrophulariaceae"
"MIGU","MINAM","Mimulus nasutus Greene var. micranthus (A. Heller) A.L. Grant","","Scrophulariaceae"
"MIGU","MIPA15","Mimulus paniculatus Greene","","Scrophulariaceae"
"MIGU","MIPA8","Mimulus pardalis Pennell","","Scrophulariaceae"
"MIGU","MIPA13","Mimulus parishii Gandog., non Greene","","Scrophulariaceae"
"MIGU","MIPE5","Mimulus petiolaris Greene","","Scrophulariaceae"
"MIGU","MIPR7","Mimulus prionophyllus Greene","","Scrophulariaceae"
"MIGU","MIPR6","Mimulus procerus Greene","","Scrophulariaceae"
"MIGU","MIPU11","Mimulus puberulus Greene ex Rydb.","","Scrophulariaceae"
"MIGU","MIPU12","Mimulus puncticalyx Gandog.","","Scrophulariaceae"
"MIGU","MIRI2","Mimulus rivularis Nutt.","","Scrophulariaceae"
"MIGU","MISC4","Mimulus scouleri Hook.","","Scrophulariaceae"
"MIGU","MISO2","Mimulus sookensis B.G. Benedict, J.L. Modliszewski, A.L. Sweigart, N.H. Martin, F.R. Ganders, & J.H. Willis","","Scrophulariaceae"
"MIGU","MISU7","Mimulus subreniformis Greene","","Scrophulariaceae"
"MIGU","MITE8","Mimulus tenellus Nutt. ex A. Gray","","Scrophulariaceae"
"MIGU","MITH2","Mimulus thermalis A. Nelson","","Scrophulariaceae"
"MIGU","MIUN2","Mimulus unimaculatus Pennell","","Scrophulariaceae"
"MILE","","Mimulus leptaleus A. Gray","slender monkeyflower","Scrophulariaceae"
"MILE","EULE8","Eunanus leptaleus (A. Gray) Greene","","Scrophulariaceae"
"MILE2","","Mimulus lewisii Pursh","purple monkeyflower","Scrophulariaceae"
"MIMET","","Mimetanthe Greene","mimetanthe","Scrophulariaceae"
"MIMO2","","Mimulus montioides A. Gray","mointain monkeyflower","Scrophulariaceae"
"MIMO2","MIDI6","Mimulus discolor A.L. Grant","","Scrophulariaceae"
"MIMO3","","Mimulus moschatus Douglas ex Lindl.","muskflower","Scrophulariaceae"
"MIMOM2","","Mimulus moschatus Douglas ex Lindl. var. moschatus","muskflower","Scrophulariaceae"
"MIMUL","","Mimulus L.","monkeyflower","Scrophulariaceae"
"MINA","","Mimulus nanus Hook. & Arn.","dwarf purple monkeyflower","Scrophulariaceae"
"MINA","MITO2","Mimulus tolmiei (Benth.) Rydb.","","Scrophulariaceae"
"MINAM2","","Mimulus nanus Hook. & Arn. var. mephiticus (A.L. Grant) D. M. Thomps.","foul odor monkeyflower","Scrophulariaceae"
"MINAM2","EUME10","Eunanus mephiticus (Greene) Greene","","Scrophulariaceae"
"MINAM2","MIME","Mimulus mephiticus Greene","","Scrophulariaceae"
"MINAM2","MIRE2","Mimulus reifschneiderae Edwin","","Scrophulariaceae"
"MINAM2","MIWA3","Mimulus washoensis Edwin","","Scrophulariaceae"
"MINAN2","","Mimulus nanus Hook. & Arn. var. nanus (A.L. Grant) D. M. Thomps.","dwarf purple monkeyflower","Scrophulariaceae"
"MINAN2","EUAU","Eunanus austiniae Greene","","Scrophulariaceae"
"MINAN2","EUNA","Eunanus nanus (Hook. & Arn.) Holz.","","Scrophulariaceae"
"MINAN2","EUTO7","Eunanus tolmiei Benth.","","Scrophulariaceae"
"MINAN2","MIAU2","Mimulus austiniae (Greene) A.L. Grant","","Scrophulariaceae"
"MINAN2","MIMI9","Mimulus microphyton Pennell","","Scrophulariaceae"
"MINAN2","MINAC","Mimulus nanus Hook. & Arn. ssp. cascadensis Ezell, ined.","","Scrophulariaceae"
"MINAN2","MINAN","Mimulus nanus Hook. & Arn. ssp. nanus","","Scrophulariaceae"
"MIOV2","","Mimulus ovatus (A. Gray) N.H. Holmgren","eggleaf monkeyflower","Scrophulariaceae"
"MIOV2","MIBIO","Mimulus bigelovii (A. Gray) A. Gray var. ovatus A. Gray","","Scrophulariaceae"
"MIPA3","","Mimulus parishii Greene","Parish's monkeyflower","Scrophulariaceae"
"MIPA4","","Mimulus parryi A. Gray","annual redspot monkeyflower","Scrophulariaceae"
"MIPA4","MISPL","Mimulus spissus A.L. Grant var. lincolnensis Edwin","","Scrophulariaceae"
"MIPI5","","Mimetanthe pilosa (Benth.) Greene","false monkeyflower","Scrophulariaceae"
"MIPI5","MIPI8","Mimulus pilosus (Benth.) S. Watson","","Scrophulariaceae"
"MIPR","","Mimulus primuloides Benth.","primrose monkeyflower","Scrophulariaceae"
"MIPRP2","","Mimulus primuloides Benth. var. primuloides","primrose monkeyflower","Scrophulariaceae"
"MIPRP2","MINE2","Mimulus nevadensis Gandog.","","Scrophulariaceae"
"MIPRP2","MIPI6","Mimulus pilosellus Greene","","Scrophulariaceae"
"MIPRP2","MIPRP3","Mimulus primuloides Benth. ssp. primuloides","","Scrophulariaceae"
"MIPRP2","MIPRM","Mimulus primuloides Benth. var. minimus M. Peck","","Scrophulariaceae"
"MIPRP2","MIPRP","Mimulus primuloides Benth. var. pilosellus (Greene) Smiley","","Scrophulariaceae"
"MIRU","","Mimulus rubellus A. Gray","little redstem monkeyflower","Scrophulariaceae"
"MIRU","MIGR10","Mimulus gratioloides Rydb.","","Scrophulariaceae"
"MISP","","Mimulus spissus A.L. Grant","compact monkeyflower","Scrophulariaceae"
"MISU2","","Mimulus suksdorfii A. Gray","Suksdorf's monkeyflower","Scrophulariaceae"
"MITI","","Mimulus tilingii Regel","Tiling's monkeyflower","Scrophulariaceae"
"MITIT","","Mimulus tilingii Regel var. tilingii","Tiling's monkeyflower","Scrophulariaceae"
"MITIT","MICO12","Mimulus corallinus (Greene) A.L. Grant","","Scrophulariaceae"
"MITIT","MIIM2","Mimulus implicatus Greene","","Scrophulariaceae"
"MITIT","MILAM2","Mimulus langsdorffii Donn ex Greene var. minor (A. Nelson) Cockerell","","Scrophulariaceae"
"MITIT","MILAT","Mimulus langsdorffii Donn ex Greene var. tilingii (Regel) Greene","","Scrophulariaceae"
"MITIT","MILU","Mimulus lucens Greene","","Scrophulariaceae"
"MITIT","MIMI12","Mimulus minor A. Nelson","","Scrophulariaceae"
"MITIT","MIMI13","Mimulus minusculus Greene","","Scrophulariaceae"
"MITIT","MITIC2","Mimulus tilingii Regel var. corallinus (Greene) A.L. Grant","","Scrophulariaceae"
"MITIT","MIVE5","Mimulus veronicifolius Greene","","Scrophulariaceae"
"MOBR","","Mohavea breviflora Coville","golden desert-snapdragon","Scrophulariaceae"
"MOCO","","Mohavea confertiflora (A. DC.) A. Heller","ghost flower","Scrophulariaceae"
"MOHAV","","Mohavea A. Gray","mohavea","Scrophulariaceae"
