"Symbol","Synonym Symbol","Scientific Name with Author","National Common Name","Family"
"LIDUD","LIPR2","Lindernia procumbens auct. non (Knock.) Borb.","","Scrophulariaceae"
"LIDUD","LIPY3","Lindernia pyxidaria sensu Pennell, non L.","","Scrophulariaceae"
"LILU3","","Limnophila ×ludoviciana Thieret [indica × sessiliflora]","marshweed","Scrophulariaceae"
"LIMA3","","Linaria maroccana Hook. f.","Moroccan toadflax","Scrophulariaceae"
"LIMNO4","","Limnophila R. Br.","marshweed","Scrophulariaceae"
"LIMOS","","Limosella L.","mudwort","Scrophulariaceae"
"LINAR","","Linaria Mill.","toadflax","Scrophulariaceae"
"LINDE","","Lindernia All.","false pimpernel","Scrophulariaceae"
"LIPI3","","Linaria pinifolia (Poir.) Thell.","pineneedle toadflax","Scrophulariaceae"
"LIPU3","","Linaria purpurea (L.) Mill.","purple toadflax","Scrophulariaceae"
"LIRE8","","Linaria reticulata (Sm.) Desf.","purplenet toadflax","Scrophulariaceae"
"LISU3","","Linaria supina (L.) Chaz.","lesser butter and eggs","Scrophulariaceae"
"LIVU2","","Linaria vulgaris Mill.","butter and eggs","Scrophulariaceae"
"LIVU2","LILI6","Linaria linaria (L.) Karst., nom. inval.","","Scrophulariaceae"
"MAAN9","","Maurandella antirrhiniflora (Humb. & Bonpl. ex Willd.) Rothm.","roving sailor","Scrophulariaceae"
"MAAN9","ANMA13","Antirrhinum maurandioides A. Gray","","Scrophulariaceae"
"MAAN9","ASAN11","Asarina antirrhiniflora (Humb. & Bonpl. ex Willd.) Pennell","","Scrophulariaceae"
"MAAN9","MAAN6","Maurandya antirrhiniflora Humb. & Bonpl. ex Willd.","","Scrophulariaceae"
"MAPU7","","Mazus pumilus (Burm. f.) Steenis","Japanese mazus","Scrophulariaceae"
"MAPU7","MAJA","Mazus japonicus (Thunb.) Kuntze","","Scrophulariaceae"
"MAURA2","","Maurandella (A. Gray) Rothm.","maurandella","Scrophulariaceae"
"MAZUS","","Mazus Lour.","mazus","Scrophulariaceae"
"MIAC2","","Mimulus acutidens Greene","Kings River monkeyflower","Scrophulariaceae"
"MIAC2","MIINA","Mimulus inconspicuus A. Gray var. acutidens (Greene) A. Gray","","Scrophulariaceae"
"MIAL3","","Mimulus alsinoides Douglas ex Benth.","wingstem monkeyflower","Scrophulariaceae"
"MIAN","","Mimulus androsaceus Curran ex Greene","rockjasmine monkeyflower","Scrophulariaceae"
"MIAN","MIPAA","Mimulus palmeri A. Gray var. androsaceus (Curran ex Greene) A. Gray","","Scrophulariaceae"
"MIAN2","","Mimulus angustatus (A. Gray) A. Gray","purplelip pansy monkeyflower","Scrophulariaceae"
"MIAN2","EUAN5","Eunanus angustatus (A. Gray) Greene","","Scrophulariaceae"
"MIAN2","EUCOA2","Eunanus coulteri Harv. & A. Gray ex Benth. var. angustatus A. Gray","","Scrophulariaceae"
"MIAN2","MICL4","Mimulus clarkii Kellogg ex Curran","","Scrophulariaceae"
"MIAN2","MITRA2","Mimulus tricolor Hartw. ex Lindl. var. angustatus (A. Gray) A. Gray","","Scrophulariaceae"
"MIAR","","Mimulus arenarius A.L. Grant","sandloving monkeyflower","Scrophulariaceae"
"MIBA","","Mimulus barbatus Greene","bearded monkeyflower","Scrophulariaceae"
"MIBA","MIDE9","Mimulus deflexus S. Watson","","Scrophulariaceae"
"MIBI4","","Mimulus bicolor Hartw. ex Benth.","yellow and white monkeyflower","Scrophulariaceae"
"MIBI4","MIPR5","Mimulus prattenii Durand","","Scrophulariaceae"
"MIBI6","","Mimulus bigelovii (A. Gray) A. Gray","Bigelow's monkeyflower","Scrophulariaceae"
"MIBI7","","Mimulus biolettii Eastw.","Hetch Hetchy monkeyflower","Scrophulariaceae"
"MIBIB2","","Mimulus bigelovii (A. Gray) A. Gray var. bigelovii","Bigelow's monkeyflower","Scrophulariaceae"
"MIBIB2","EUBI8","Eunanus bigelovii A. Gray","","Scrophulariaceae"
"MIBIB2","MIBIC","Mimulus bigelovii (A. Gray) A. Gray var. cuspidatus A.L. Grant","","Scrophulariaceae"
"MIBIP","","Mimulus bigelovii (A. Gray) A. Gray var. panamintensis Munz","Panamint monkeyflower","Scrophulariaceae"
"MIBO3","","Mimulus bolanderi A. Gray","Bolander's monkeyflower","Scrophulariaceae"
"MIBO3","EUBO8","Eunanus bolanderi (A. Gray) Greene","","Scrophulariaceae"
"MIBO3","MIBOB","Mimulus bolanderi A. Gray var. brachydontus A.L. Grant","","Scrophulariaceae"
"MIBO3","MIBR11","Mimulus brevipes A. Gray, non Benth.","","Scrophulariaceae"
"MIBR","","Mimulus brachiatus Pennell","serpentine monkeyflower","Scrophulariaceae"
"MIBR2","","Mimulus brandegeei Pennell","Santa Cruz Island monkeyflower","Scrophulariaceae"
"MIBR3","","Mimulus breviflorus Piper","shortflower monkeyflower","Scrophulariaceae"
"MIBR3","MIIN4","Mimulus inflatulus Suksd.","","Scrophulariaceae"
"MIBR4","","Mimulus brevipes Benth.","widethroat yellow monkeyflower","Scrophulariaceae"
"MIBR4","EUBR5","Eunanus brevipes (Benth.) Greene","","Scrophulariaceae"
"MIBR5","","Mimulus breweri (Greene) Coville","Brewer's monkeyflower","Scrophulariaceae"
"MIBR5","EUBR6","Eunanus breweri Greene","","Scrophulariaceae"
"MIBR5","MIRUB","Mimulus rubellus A. Gray var. breweri (Greene) Jeps.","","Scrophulariaceae"
"MICA3","","Mimulus cardinalis Douglas ex Benth.","scarlet monkeyflower","Scrophulariaceae"
"MICA3","DICA16","Diplacus cardinalis (Douglas ex Benth.) Groenl.","","Scrophulariaceae"
"MICA3","ERCA23","Erythranthe cardinalis (Douglas ex Benth.) Spach","","Scrophulariaceae"
"MICA3","MICAE","Mimulus cardinalis Douglas ex Benth. var. exsul Greene","","Scrophulariaceae"
"MICA3","MICAG","Mimulus cardinalis Douglas ex Benth. var. griseus Greene","","Scrophulariaceae"
"MICA3","MICAR","Mimulus cardinalis Douglas ex Benth. var. rigens Greene","","Scrophulariaceae"
"MICA3","MICAV","Mimulus cardinalis Douglas ex Benth. var. verbenaceus (Greene) Kearney & Peebles","","Scrophulariaceae"
"MICA3","MIVE","Mimulus verbenaceus Greene","","Scrophulariaceae"
"MICL","","Mimulus cleistogamus J.T. Howell","selfing monkeyflower","Scrophulariaceae"
"MICO","","Mimulus coccineus Congd.","red monkeyflower","Scrophulariaceae"
"MICO","MIST8","Mimulus stamineus A.L. Grant","","Scrophulariaceae"
"MICO","MIWO","Mimulus wolfii Eastw.","","Scrophulariaceae"
"MICO2","","Mimulus congdonii B.L. Rob.","Congdon's monkeyflower","Scrophulariaceae"
"MICO2","EUCO14","Eunanus congdonii (B.L. Rob.) Greene","","Scrophulariaceae"
"MICO2","EUDOP","Eunanus douglasii Benth. var. parviflorus Greene","","Scrophulariaceae"
"MICO2","EUKEP","Eunanus kelloggii Curran ex Greene var. parviflorus (Greene) Jeps.","","Scrophulariaceae"
"MICO2","MIMO5","Mimulus modestus Eastw.","","Scrophulariaceae"
"MICU2","","Mimulus cusickii (Greene) Rattan","Cusick's monkeyflower","Scrophulariaceae"
"MICU2","EUCU8","Eunanus cusickii Greene","","Scrophulariaceae"
"MICU7","","Mimulus cupriphilus M. Macnair","McNulty Mine monkeyflower","Scrophulariaceae"
"MIDE2","","Mimulus densus A.L. Grant","yellow and purple monkeyflower","Scrophulariaceae"
"MIDE3","","Mimulus dentatus Nutt. ex Benth.","coastal monkeyflower","Scrophulariaceae"
"MIDI","","Mimulus diffusus A.L. Grant","Palomar monkeyflower","Scrophulariaceae"
"MIDI","MIGR8","Mimulus grantianus Eastw.","","Scrophulariaceae"
"MIDO2","","Mimulus douglasii (Benth.) A. Gray","brownies","Scrophulariaceae"
"MIDO2","EUDO3","Eunanus douglasii Benth.","","Scrophulariaceae"
"MIDO2","EUSU4","Eunanus subuniflorus (Hook. & Arn.) Greene","","Scrophulariaceae"
"MIDO2","MIAT","Mimulus atropurpureus Kellogg","","Scrophulariaceae"
"MIDO2","MINAS","Mimulus nanus Hook. & Arn. var. subuniflorus Hook. & Arn.","","Scrophulariaceae"
"MIDO2","MISU4","Mimulus subuniflorus (Hook. & Arn.) Jeps.","","Scrophulariaceae"
"MIDU","","Mimulus dudleyi A.L. Grant","Dudley's monkeyflower","Scrophulariaceae"
"MIEV","","Mimulus evanescens R.J. Meinke","disappearing monkeyflower","Scrophulariaceae"
"MIEX","","Mimulus exiguus A. Gray","San Bernardino Mountain monkeyflower","Scrophulariaceae"
"MIFI","","Mimulus filicaulis S. Watson","slenderstem monkeyflower","Scrophulariaceae"
"MIFI4","","Mimulus filicifolius Sexton, K.G. Ferris & Schoenig","fern-leaved monkeyflower","Scrophulariaceae"
"MIFL2","","Mimulus floribundus Lindl.","manyflowered monkeyflower","Scrophulariaceae"
"MIFL2","MIDE10","Mimulus deltoides Gandog.","","Scrophulariaceae"
"MIFL2","MIFLM2","Mimulus floribundus Lindl. ssp. moorei Iltis","","Scrophulariaceae"
"MIFL2","MIFLG","Mimulus floribundus Lindl. var. geniculatus (Greene) A.L. Grant","","Scrophulariaceae"
"MIFL2","MIFLM","Mimulus floribundus Lindl. var. membranaceus (A. Nelson) A.L. Grant","","Scrophulariaceae"
"MIFL2","MIFLS","Mimulus floribundus Lindl. var. subulatus A.L. Grant","","Scrophulariaceae"
"MIFL2","MIGE4","Mimulus geniculatus Greene","","Scrophulariaceae"
"MIFL2","MIME2","Mimulus membranaceus A. Nelson","","Scrophulariaceae"
"MIFL2","MIMU3","Mimulus multiflorus Pennell","","Scrophulariaceae"
"MIFL2","MIPE7","Mimulus peduncularis Douglas ex Benth.","","Scrophulariaceae"
"MIFL2","MIPU16","Mimulus pubescens Benth.","","Scrophulariaceae"
"MIFL2","MISE4","Mimulus serotinus Suksd.","","Scrophulariaceae"
"MIFL2","MISU5","Mimulus subulatus (A.L. Grant) Pennell","","Scrophulariaceae"
"MIFL2","MITR7","Mimulus trisulcatus Pennell","","Scrophulariaceae"
"MIFR2","","Mimulus fremontii (Benth.) A. Gray","Fremont's monkeyflower","Scrophulariaceae"
"MIFR2","EUFR4","Eunanus fremontii Benth.","","Scrophulariaceae"
"MIFR2","MIGLF2","Mimulus glabratus Kunth ssp. fremontii (Benth.) Pennell","","Scrophulariaceae"
"MIGL","","Mimulus glabratus Kunth","roundleaf monkeyflower","Scrophulariaceae"
"MIGL2","","Mimulus glaucescens Greene","shieldbract monkeyflower","Scrophulariaceae"
"MIGL2","MIGUG","Mimulus guttatus DC. var. glaucescens (Greene) Jeps.","","Scrophulariaceae"
"MIGLG","","Mimulus glabratus Kunth var. glabratus","roundleaf monkeyflower","Scrophulariaceae"
"MIGLG","MIGLT","Mimulus glabratus Kunth ssp. typicus Pennell","","Scrophulariaceae"
"MIGLG","MIGLU","Mimulus glabratus Kunth ssp. utahensis Pennell","","Scrophulariaceae"
"MIGLG","MIJAT","Mimulus jamesii Torr. & A. Gray ex Benth. var. texensis A. Gray","","Scrophulariaceae"
"MIGR3","","Mimulus gracilipes B.L. Rob.","slenderstalk monkeyflower","Scrophulariaceae"
"MIGR4","","Mimulus grayi A.L. Grant","Mariposa monkeyflower","Scrophulariaceae"
"MIGU","","Mimulus guttatus DC.","seep monkeyflower","Scrophulariaceae"
"MIGU","MIAR6","Mimulus arvensis Greene","","Scrophulariaceae"
"MIGU","MIBA4","Mimulus bakeri Gandog.","","Scrophulariaceae"
"MIGU","MIBR8","Mimulus brachystylis Edwin","","Scrophulariaceae"
"MIGU","MICL5","Mimulus clementinus Greene","","Scrophulariaceae"
"MIGU","MICO10","Mimulus cordatus Greene","","Scrophulariaceae"
"MIGU","MICU5","Mimulus cuspidata Greene","","Scrophulariaceae"
"MIGU","MIDE11","Mimulus decorus (A.L. Grant) Suksd.","","Scrophulariaceae"
"MIGU","MIEQ","Mimulus equinnus Greene","","Scrophulariaceae"
"MIGU","MIGLA","Mimulus glabratus Kunth var. ascendens A. Gray","","Scrophulariaceae"
"MIGU","MIGL8","Mimulus glareosus Greene","","Scrophulariaceae"
"MIGU","MIGR9","Mimulus grandiflorus J.T. Howell","","Scrophulariaceae"
"MIGU","MIGR11","Mimulus grandis (Greene) A. Heller","","Scrophulariaceae"
"MIGU","MIGUA","Mimulus guttatus DC. ssp. arenicola Pennell","","Scrophulariaceae"
"MIGU","MIGUA2","Mimulus guttatus DC. ssp. arvensis (Greene) Munz","","Scrophulariaceae"
"MIGU","MIGUH","Mimulus guttatus DC. ssp. haidensis Calder & Roy L. Taylor","","Scrophulariaceae"
"MIGU","MIGUL2","Mimulus guttatus DC. ssp. litoralis Pennell","","Scrophulariaceae"
"MIGU","MIGUM","Mimulus guttatus DC. ssp. micranthus (A. Heller) Munz","","Scrophulariaceae"
"MIGU","MIGUS","Mimulus guttatus DC. ssp. scouleri (Hook.) Pennell","","Scrophulariaceae"
"MIGU","MIGUA3","Mimulus guttatus DC. var. arvensis (Greene) A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUD","Mimulus guttatus DC. var. decorus A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUD2","Mimulus guttatus DC. var. depauperatus (A. Gray) A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUG3","Mimulus guttatus DC. var. gracilis (A. Gray) G.R. Campb.","","Scrophulariaceae"
"MIGU","MIGUG2","Mimulus guttatus DC. var. grandis Greene","","Scrophulariaceae"
"MIGU","MIGUH2","Mimulus guttatus DC. var. hallii (Greene) A.L. Grant","","Scrophulariaceae"
"MIGU","MIGUI","Mimulus guttatus DC. var. insignis Greene","","Scrophulariaceae"
"MIGU","MIGUL4","Mimulus guttatus DC. var. laxus (Pennell ex M. Peck) M. Peck","","Scrophulariaceae"
"MIGU","MIGUL3","Mimulus guttatus DC. var. lyratus (Benth.) Pennell ex M. Peck","","Scrophulariaceae"
"MIGU","MIGUM2","Mimulus guttatus DC. var. microphyllus (Benth.) Pennell ex M. Peck","","Scrophulariaceae"
"MIGU","MIGUN","Mimulus guttatus DC. var. nasutus (Greene) Jeps.","","Scrophulariaceae"
"MIGU","MIGUP","Mimulus guttatus DC. var. puberulus (Greene ex Rydb.) A.L. Grant","","Scrophulariaceae"
"MIGU","MIHA","Mimulus hallii Greene","","Scrophulariaceae"
"MIGU","MIHI3","Mimulus hirsutus J.T. Howell","","Scrophulariaceae"
"MIGU","MILA13","Mimulus langsdorffii Donn ex Greene","","Scrophulariaceae"
"MIGU","MILAA","Mimulus langsdorffii Donn ex Greene var. argutus Greene","","Scrophulariaceae"
"MIGU","MILAA2","Mimulus langsdorffii Donn ex Greene var. arvensis (Greene) Jeps.","","Scrophulariaceae"
"MIGU","MILAC","Mimulus langsdorffii Donn ex Greene var. californicus Jeps.","","Scrophulariaceae"
"MIGU","MILAG","Mimulus langsdorffii Donn ex Greene var. grandis (Greene) Greene","","Scrophulariaceae"
"MIGU","MILAG2","Mimulus langsdorffii Donn ex Greene var. guttatus (DC.) Jeps.","","Scrophulariaceae"
"MIGU","MILAI","Mimulus langsdorffii Donn ex Greene var. insignis (Greene) A.L. Grant","","Scrophulariaceae"
"MIGU","MILAM","Mimulus langsdorffii Donn ex Greene var. microphyllus (Benth.) A. Nelson & J.F. Macbr.","","Scrophulariaceae"
"MIGU","MILAM3","Mimulus langsdorffii Donn ex Greene var. minimus Henry","","Scrophulariaceae"
"MIGU","MILAN","Mimulus langsdorffii Donn ex Greene var. nasutus (Greene) Jeps.","","Scrophulariaceae"
"MIGU","MILAP","Mimulus langsdorffii Donn ex Greene var. platyphyllus Greene","","Scrophulariaceae"
"MIGU","MILA12","Mimulus laxus Pennell ex M. Peck","","Scrophulariaceae"
"MIGU","MILO3","Mimulus longulus Greene","","Scrophulariaceae"
"MIGU","MILUD","Mimulus luteus L. var. depauperatus A. Gray","","Scrophulariaceae"
"MIGU","MILUG","Mimulus luteus L. var. gracilis A. Gray","","Scrophulariaceae"
"MIGU","MILY3","Mimulus lyratus Benth.","","Scrophulariaceae"
"MIGU","MIMA7","Mimulus maguirei Pennell","","Scrophulariaceae"
"MIGU","MIMA9","Mimulus marmoratus Greene","","Scrophulariaceae"
"MIGU","MIMI10","Mimulus micranthus A. Heller","","Scrophulariaceae"
"MIGU","MIMI4","Mimulus microphyllus Benth.","","Scrophulariaceae"
"MIGU","MINA2","Mimulus nasutus Greene","","Scrophulariaceae"
"MIGU","MINAM","Mimulus nasutus Greene var. micranthus (A. Heller) A.L. Grant","","Scrophulariaceae"
"MIGU","MIPA15","Mimulus paniculatus Greene","","Scrophulariaceae"
"MIGU","MIPA8","Mimulus pardalis Pennell","","Scrophulariaceae"
"MIGU","MIPA13","Mimulus parishii Gandog., non Greene","","Scrophulariaceae"
"MIGU","MIPE5","Mimulus petiolaris Greene","","Scrophulariaceae"
"MIGU","MIPR7","Mimulus prionophyllus Greene","","Scrophulariaceae"
"MIGU","MIPR6","Mimulus procerus Greene","","Scrophulariaceae"
"MIGU","MIPU11","Mimulus puberulus Greene ex Rydb.","","Scrophulariaceae"
"MIGU","MIPU12","Mimulus puncticalyx Gandog.","","Scrophulariaceae"
"MIGU","MIRI2","Mimulus rivularis Nutt.","","Scrophulariaceae"
"MIGU","MISC4","Mimulus scouleri Hook.","","Scrophulariaceae"
"MIGU","MISO2","Mimulus sookensis B.G. Benedict, J.L. Modliszewski, A.L. Sweigart, N.H. Martin, F.R. Ganders, & J.H. Willis","","Scrophulariaceae"
"MIGU","MISU7","Mimulus subreniformis Greene","","Scrophulariaceae"
"MIGU","MITE8","Mimulus tenellus Nutt. ex A. Gray","","Scrophulariaceae"
"MIGU","MITH2","Mimulus thermalis A. Nelson","","Scrophulariaceae"
"MIGU","MIUN2","Mimulus unimaculatus Pennell","","Scrophulariaceae"
"MIIN","","Mimulus inconspicuus A. Gray","smallflower monkeyflower","Scrophulariaceae"
"MIJO","","Mimulus johnstonii A.L. Grant","Johnston's monkeyflower","Scrophulariaceae"
"MIKE","","Mimulus kelloggii (Curran ex Greene) Curran ex A. Gray","Kellogg's monkeyflower","Scrophulariaceae"
"MIKE","EUKE","Eunanus kelloggii Curran ex Greene","","Scrophulariaceae"
"MILA3","","Mimulus laciniatus A. Gray","cutleaf monkeyflower","Scrophulariaceae"
"MILA3","MIEI","Mimulus eisenii Kellogg","","Scrophulariaceae"
"MILA4","","Mimulus latidens (A. Gray) Greene","broadtooth monkeyflower","Scrophulariaceae"
"MILA4","MIINL","Mimulus inconspicuus A. Gray var. latidens A. Gray","","Scrophulariaceae"
"MILA5","","Mimulus layneae (Greene) Jeps.","Layne's monkeyflower","Scrophulariaceae"
"MILA5","EULA10","Eunanus layneae Greene","","Scrophulariaceae"
"MILA9","","Mimulus latifolius A. Gray","broadleaf monkeyflower","Scrophulariaceae"
"MILE","","Mimulus leptaleus A. Gray","slender monkeyflower","Scrophulariaceae"
"MILE","EULE8","Eunanus leptaleus (A. Gray) Greene","","Scrophulariaceae"
"MILE2","","Mimulus lewisii Pursh","purple monkeyflower","Scrophulariaceae"
"MIMET","","Mimetanthe Greene","mimetanthe","Scrophulariaceae"
"MIMO","","Mimulus mohavensis Lemmon","Mojave monkeyflower","Scrophulariaceae"
"MIMO","EUMO7","Eunanus mohavensis (Lemmon) Greene","","Scrophulariaceae"
"MIMO2","","Mimulus montioides A. Gray","mointain monkeyflower","Scrophulariaceae"
"MIMO2","MIDI6","Mimulus discolor A.L. Grant","","Scrophulariaceae"
"MIMO3","","Mimulus moschatus Douglas ex Lindl.","muskflower","Scrophulariaceae"
"MIMOL","","Mimulus moschatus Douglas ex Lindl. var. longiflorus A. Gray","muskflower","Scrophulariaceae"
"MIMOL","MIDEG","Mimulus dentatus Nutt. ex Benth. var. gracilis A. Gray","","Scrophulariaceae"
"MIMOL","MIMA8","Mimulus macranthus Pennell","","Scrophulariaceae"
"MIMOL","MIMOP","Mimulus moschatus Douglas ex Lindl. var. pallidiflorus Suksd.","","Scrophulariaceae"
"MIMOM","","Mimulus moschatus Douglas ex Lindl. var. moniliformis (Greene) Munz","muskflower","Scrophulariaceae"
"MIMOM","MIIN6","Mimulus inodorus Greene","","Scrophulariaceae"
"MIMOM","MILE5","Mimulus leibergii A.L. Grant","","Scrophulariaceae"
"MIMOM","MIMO6","Mimulus moniliformis Greene","","Scrophulariaceae"
"MIMOM2","","Mimulus moschatus Douglas ex Lindl. var. moschatus","muskflower","Scrophulariaceae"
"MIMOS2","","Mimulus moschatus Douglas ex Lindl. var. sessilifolius A. Gray","muskflower","Scrophulariaceae"
"MIMUL","","Mimulus L.","monkeyflower","Scrophulariaceae"
"MINA","","Mimulus nanus Hook. & Arn.","dwarf purple monkeyflower","Scrophulariaceae"
"MINA","MITO2","Mimulus tolmiei (Benth.) Rydb.","","Scrophulariaceae"
"MINAJ","","Mimulus nanus Hook. & Arn. var. jepsonii (A.L. Grant) D. M. Thomps.","Jepson's monkeyflower","Scrophulariaceae"
"MINAJ","MIJE","Mimulus jepsonii A.L. Grant","","Scrophulariaceae"
"MINAJ","MIMI11","Mimulus microcarpus Pennell","","Scrophulariaceae"
"MINAM2","","Mimulus nanus Hook. & Arn. var. mephiticus (A.L. Grant) D. M. Thomps.","foul odor monkeyflower","Scrophulariaceae"
"MINAM2","EUME10","Eunanus mephiticus (Greene) Greene","","Scrophulariaceae"
"MINAM2","MIME","Mimulus mephiticus Greene","","Scrophulariaceae"
"MINAM2","MIRE2","Mimulus reifschneiderae Edwin","","Scrophulariaceae"
"MINAM2","MIWA3","Mimulus washoensis Edwin","","Scrophulariaceae"
"MINAN2","","Mimulus nanus Hook. & Arn. var. nanus (A.L. Grant) D. M. Thomps.","dwarf purple monkeyflower","Scrophulariaceae"
"MINAN2","EUAU","Eunanus austiniae Greene","","Scrophulariaceae"
"MINAN2","EUNA","Eunanus nanus (Hook. & Arn.) Holz.","","Scrophulariaceae"
"MINAN2","EUTO7","Eunanus tolmiei Benth.","","Scrophulariaceae"
"MINAN2","MIAU2","Mimulus austiniae (Greene) A.L. Grant","","Scrophulariaceae"
"MINAN2","MIMI9","Mimulus microphyton Pennell","","Scrophulariaceae"
"MINAN2","MINAC","Mimulus nanus Hook. & Arn. ssp. cascadensis Ezell, ined.","","Scrophulariaceae"
"MINAN2","MINAN","Mimulus nanus Hook. & Arn. ssp. nanus","","Scrophulariaceae"
"MINO","","Mimulus norrisii Heckard & Shevock","Kaweah monkeyflower","Scrophulariaceae"
"MINU2","","Mimulus nudatus Curran ex Greene","bare monkeyflower","Scrophulariaceae"
"MIOR","","Misopates orontium (L.) Raf.","linearleaf snapdragon","Scrophulariaceae"
"MIOR","ANOR2","Antirrhinum orontium L.","","Scrophulariaceae"
"MIOR","ANORG","Antirrhinum orontium L. var. grandiflorum auct.","","Scrophulariaceae"
"MIPA2","","Mimulus palmeri A. Gray","Palmer's monkeyflower","Scrophulariaceae"
"MIPA3","","Mimulus parishii Greene","Parish's monkeyflower","Scrophulariaceae"
"MIPA4","","Mimulus parryi A. Gray","annual redspot monkeyflower","Scrophulariaceae"
"MIPA4","MISPL","Mimulus spissus A.L. Grant var. lincolnensis Edwin","","Scrophulariaceae"
"MIPI2","","Mimulus pictus (Curran ex Greene) A. Gray","calico monkeyflower","Scrophulariaceae"
"MIPI2","EUPI6","Eunanus pictus Curran ex Greene","","Scrophulariaceae"
"MIPI5","","Mimetanthe pilosa (Benth.) Greene","false monkeyflower","Scrophulariaceae"
"MIPI5","MIPI8","Mimulus pilosus (Benth.) S. Watson","","Scrophulariaceae"
"MIPL","","Mimulus platylaemus Pennell","widethroat pink monkeyflower","Scrophulariaceae"
"MIPL2","","Mimulus platycalyx Pennell","widecalyx monkeyflower","Scrophulariaceae"
"MIPR","","Mimulus primuloides Benth.","primrose monkeyflower","Scrophulariaceae"
"MIPRL2","","Mimulus primuloides Benth. var. linearifolius A.L. Grant","primrose monkeyflower","Scrophulariaceae"
"MIPRL2","MILI7","Mimulus linearifolius (A.L. Grant) Pennell","","Scrophulariaceae"
"MIPRL2","MILI8","Mimulus linearis auct. non Benth.","","Scrophulariaceae"
"MIPRL2","MIPRL","Mimulus primuloides Benth. ssp. linearifolius (A.L. Grant) Munz","","Scrophulariaceae"
"MIPRP2","","Mimulus primuloides Benth. var. primuloides","primrose monkeyflower","Scrophulariaceae"
"MIPRP2","MINE2","Mimulus nevadensis Gandog.","","Scrophulariaceae"
"MIPRP2","MIPI6","Mimulus pilosellus Greene","","Scrophulariaceae"
"MIPRP2","MIPRP3","Mimulus primuloides Benth. ssp. primuloides","","Scrophulariaceae"
"MIPRP2","MIPRM","Mimulus primuloides Benth. var. minimus M. Peck","","Scrophulariaceae"
"MIPRP2","MIPRP","Mimulus primuloides Benth. var. pilosellus (Greene) Smiley","","Scrophulariaceae"
"MIPU","","Mimulus pulchellus (E. Drew ex Greene) A.L. Grant","yellowlip pansy monkeyflower","Scrophulariaceae"
"MIPU","EUPU13","Eunanus pulchellus E. Drew ex Greene","","Scrophulariaceae"
"MIPU2","","Mimulus pulsiferae A. Gray","candelabrum monkeyflower","Scrophulariaceae"
"MIPU4","","Mimulus purpureus A.L. Grant","little purple monkeyflower","Scrophulariaceae"
"MIPUP5","","Mimulus purpureus A.L. Grant var. pauxillus A.L. Grant","little purple monkeyflower","Scrophulariaceae"
"MIPUP6","","Mimulus purpureus A.L. Grant var. purpureus","little purple monkeyflower","Scrophulariaceae"
"MIPY","","Mimulus pygmaeus A.L. Grant","Egg Lake monkeyflower","Scrophulariaceae"
"MIPY","MIMI8","Mimulus minutissimus Eastw.","","Scrophulariaceae"
"MIRA","","Mimulus rattanii A. Gray","Rattan's monkeyflower","Scrophulariaceae"
"MIRAD2","","Mimulus rattanii A. Gray var. decurtatus (A.L. Grant) Pennell","Rattan's monkeyflower","Scrophulariaceae"
"MIRAD2","MIDE12","Mimulus decurtatus A.L. Grant","","Scrophulariaceae"
"MIRAD2","MIRAD","Mimulus rattanii A. Gray ssp. decurtatus (A.L. Grant) Pennell","","Scrophulariaceae"
"MIRAR","","Mimulus rattanii A. Gray var. rattanii","Rattan's monkeyflower","Scrophulariaceae"
"MIRAR","EURA6","Eunanus rattanii (A. Gray) Greene","","Scrophulariaceae"
"MIRI","","Mimulus ringens L.","Allegheny monkeyflower","Scrophulariaceae"
"MIRIR","","Mimulus ringens L. var. ringens","Allegheny monkeyflower","Scrophulariaceae"
"MIRIR","MIMI14","Mimulus minthodes Greene","","Scrophulariaceae"
"MIRIR","MIPA12","Mimulus pallidus Salisb.","","Scrophulariaceae"
"MIRIR","MIRIC2","Mimulus ringens L. var. congesta Farw.","","Scrophulariaceae"
"MIRIR","MIRIM","Mimulus ringens L. var. minthodes (Greene) A.L. Grant","","Scrophulariaceae"
"MIRU","","Mimulus rubellus A. Gray","little redstem monkeyflower","Scrophulariaceae"
"MIRU","MIGR10","Mimulus gratioloides Rydb.","","Scrophulariaceae"
"MIRU2","","Mimulus rupicola Coville & A.L. Grant","Death Valley monkeyflower","Scrophulariaceae"
"MISH","","Mimulus shevockii Heckard & Bacig.","Kelso Creek monkeyflower","Scrophulariaceae"
"MISOP","","Misopates Raf.","misopates","Scrophulariaceae"
"MISP","","Mimulus spissus A.L. Grant","compact monkeyflower","Scrophulariaceae"
"MISU","","Mimulus subsecundus A. Gray","onesided monkeyflower","Scrophulariaceae"
"MISU","EUSU5","Eunanus subsecundus (A. Gray) Greene","","Scrophulariaceae"
"MISU2","","Mimulus suksdorfii A. Gray","Suksdorf's monkeyflower","Scrophulariaceae"
"MITI","","Mimulus tilingii Regel","Tiling's monkeyflower","Scrophulariaceae"
"MITIT","","Mimulus tilingii Regel var. tilingii","Tiling's monkeyflower","Scrophulariaceae"
"MITIT","MICO12","Mimulus corallinus (Greene) A.L. Grant","","Scrophulariaceae"
